tunes are 18.84 18.73
kw1,kw2,kd,kf,posX,posY,maxX,maxY,periodX,periodY
-0.145076238709,0.149193995469,-0.215481683951,0.216358932262,38,38,0.915032447337,0.873920309856,0.17950200556,0.207440039986
-0.145076238709,0.149528886593,-0.215483690781,0.216353922282,38,38,0.884190459882,0.883010426356,0.177616836595,0.207976198351
-0.145076238709,0.149863777716,-0.215484809477,0.216350609538,38,38,0.855306660169,0.891493729529,0.175747935097,0.208573089217
-0.145076238709,0.150198668839,-0.21548324246,0.216345655029,38,38,0.825916767217,0.899079459567,0.173874069904,0.209240093881
-0.145076238709,0.150533559963,-0.215485782448,0.21634090101,38,38,0.795635433394,0.908498459506,0.172047444684,0.209760267538
-0.145076238709,0.150868451086,-0.21548688359,0.216337586441,38,38,0.767101544224,0.917092734622,0.170223958878,0.210356836407
-0.145076238709,0.15120334221,-0.215485346148,0.216332575851,38,38,0.738074224173,0.924801203272,0.168409579957,0.211021065304
-0.145076238709,0.151538233333,-0.215487751552,0.216327769472,38,38,0.708321868924,0.934299517309,0.166665731753,0.211544792705
-0.145076238709,0.151873124456,-0.215488885414,0.216324460794,38,38,0.680174637365,0.943022719715,0.164920094396,0.212139828721
-0.145076238709,0.15220801558,-0.215487350008,0.216319430287,38,38,0.651604113296,0.950832980498,0.163203606983,0.212803621122
-0.145076238709,0.152542906703,-0.21548961236,0.21631499476,38,38,0.622722139998,0.960332247707,0.161574627951,0.213339168021
-0.145076238709,0.152877797826,-0.215488076096,0.216310889123,38,38,0.595111224088,0.968054040134,0.159925695031,0.214018647044
-0.145076238709,0.15321268895,-0.215490061665,0.216305716288,38,38,0.566251640724,0.977624427788,0.158413740066,0.214552095461
-0.145076238709,0.153547580073,-0.215489406617,0.216301934514,38,38,0.539019556203,0.985766520671,0.156880203579,0.2152043465
-0.145076238709,0.153882471197,-0.215490372214,0.216296952969,38,38,0.510989348382,0.994902968983,0.155483935853,0.215777500285
-0.145076238709,0.15421736232,-0.21549294595,0.216292377417,38,38,0.483178727078,1.00477645568,0.154202408322,0.216298704056
-0.145076238709,0.154552253443,-0.215491486003,0.216287434461,38,38,0.45621740664,1.0128249217,0.152958665548,0.216960094693
-0.145076238709,0.154887144567,-0.215494015859,0.216282644569,38,38,0.428991248556,1.02279464812,0.151930971719,0.217478912181
-0.145076238709,0.15522203569,-0.215494358577,0.216278385121,38,38,0.402767921963,1.03165941916,0.150971950066,0.218085399551
-0.145076238709,0.155556926814,-0.215492861989,0.216274076823,38,38,0.377205770387,1.03967026755,0.150133051147,0.218757500727
-0.145076238709,0.155891817937,-0.21549371332,0.216269098521,38,38,0.351512666896,1.04896795191,0.149609780695,0.219333208652
-0.145076238709,0.15622670906,-0.21549643971,0.216264479614,38,38,0.326344233836,1.05916274121,0.149393901518,0.219846648557
-0.145076238709,0.156561600184,-0.215495029774,0.216259341791,38,38,0.302241833638,1.06744583749,0.149376853549,0.220501058976
